dataset,split_type,mAP50_95,experiment,train_datasets
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.491,Baseline,
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.728,Baseline,
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.592,Baseline,
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.643,Baseline,
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.737,Baseline,
231212_imr90_multichannel_overlay_4_class,test_ds,0.813,Baseline,
240213_imr90_multichannel_overlay_4_class,test_ds,0.797,Baseline,
231212_imr90_multichannel_overlay_4_class,train_ds,0.799,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.472,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.16,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.495,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.473,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.421,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.418,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.454,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.474,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.521,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.15,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.169,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.551,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.567,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.351,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.117,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.472,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.218,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.368,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.269,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.468,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.799,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.611,2 Nodes,"231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.719,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.583,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.64,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.803,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.474,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.583,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.539,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.522,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.695,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.719,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.558,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.574,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.569,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.64,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.606,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.623,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.662,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.336,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.435,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.474,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.448,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.392,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.348,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.538,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.803,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.607,5 Nodes,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.717,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.582,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.638,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.8,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.476,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250917_moc22-adhered_10x_caged_4_class,train_ds,0.624,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.582,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.529,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.512,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.691,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.717,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.507,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.491,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.53,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.638,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.604,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.591,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.63,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.335,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.417,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.476,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.452,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.446,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.624,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.648,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.8,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.614,6 Node (moc22),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20250917_moc22-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.709,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.577,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.634,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.799,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.477,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,train_ds,0.751,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.577,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.751,6 Node (hs675),"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class"
